index,year,month,day,content,likecount,nickname,user_id
1,2015,12,22,我欣赏侯孝贤，比较喜欢雨天，最喜欢泰式泡面，最近在听你的唱片，穿40码的运动球鞋，最常说的是滚，喜欢和西瓜聊天，每天会收n封工作邮件……虚伪的个性让我讨厌，半糖主义不会太黏，暧昧关系会充满盲点，自恋的人我会说没时间……没人爱上我的表面。[鬼脸],199,chris153709,108684847
2,2015,11,11,你爱上了二姐哪一面[呲牙],114,孙燕美,542076
3,2017,11,11,从充氧期回来听听随堂测验。,104,用户277381598,277381598
